"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 04 20:54:18 CST 2021","Sat Sep 04 20:54:19 CST 2021","228","test_case","test_mtx_order","TestOrder","","","test_order",""
"passed","Sat Sep 04 20:54:18 CST 2021","Sat Sep 04 20:54:18 CST 2021","170","test_case","test_mtx_login","TestMtx","","","登录的测试用例",""
"passed","Sat Sep 04 20:54:19 CST 2021","Sat Sep 04 20:54:20 CST 2021","734","test_case","test_mtx_pay","Test_pay","","","test_pay",""
"passed","Sat Sep 04 20:54:18 CST 2021","Sat Sep 04 20:54:18 CST 2021","153","test_case","test_mtx_login","TestMtx","","","登录的测试用例",""
"passed","Sat Sep 04 20:54:18 CST 2021","Sat Sep 04 20:54:18 CST 2021","129","test_case","test_mtx_login","TestMtx","","","登录的测试用例",""
"passed","Sat Sep 04 20:54:18 CST 2021","Sat Sep 04 20:54:18 CST 2021","107","test_case","test_mtx_login","TestMtx","","","登录的测试用例",""
